Name,ID,Deck 1,Deck 2,Deck 3
ｖａｐｏ/REV,155235801,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS?lang=en,https://shadowverse-portal.com/deck/1.6.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6c1Xs.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.3.g2ZpQ.g2ZpQ.g2ZpQ.5-gka.5-gka.5-gka.gE0EQ.gE0EQ.gE0EQ.gHqNa.6eiR2.6eiR2.6eiR2.6X6bc.6X6bc.6X6bc.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
Atmos,313662362,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6YBRY.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nP4M.6nP4M.6nP4M.6nTyi.6nTyi.6nTyi.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6lDvo?lang=en,https://shadowverse-portal.com/deck/3.8.6clwI.6clwI.6clwI.6gYLw.6gYLw.6gYLw.6l6b2.6l6b2.6clwS.6clwS.6clwS.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6oAdw.6oAdw.6oAdw.6coMY.6coMY.6coMY.6cqoo.6cqoo.6cqoo.6cp5Q.6cp5Q.6oHDy.6oHDy.6oHDy.6hNKY.6hNKY.6hNKY?lang=en
KaraShoujo,307262251,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6k2E2.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gkk.5-gkk.gHqNa.6eiR2.6eiR2.6eiR2.6iUNQ.6iUNQ.6lCCQ.6iZ0S.6iZ0S.gHqNQ.gHqNQ.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.6hNKY.6hNKY.6hNKY.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC.6awkI?lang=en,https://shadowverse-portal.com/deck/3.6.6YBRY.6jdNI.6jdNI.6jfpi.6jfpi.6nP4M.6nRWI.6nRWI.6nRWI.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.5_pFg.5_pFg.5_pFg.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY?lang=en
Kasai,720921771,https://shadowverse-portal.com/deck/1.2.5zWm2.5zWm2.5zWm2.6Wdaw.6Wdaw.6lwbA.6lwbA.6lwbA.6VzLy.6VzLy.6l74I.6l74I.6eK0Y.6eK0Y.6eK0Y.6aRjw.6aRjw.6i6SA.6i6SA.6i6SA.6ZjLA.6ZjLA.6ltQM.6ltQM.6ltQM.5-IK4.5-IK4.5-IK4.6lu8w.6lu8w.6lu8w.6i3_w.6i3_w.6i3_w.6ZgA2.6ZgA2.6ZgA2.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/1.1.6lZu2.6lZu2.6lZu2.6a3JQ.6a3JQ.6a3JQ.6hhbQ.6hhbQ.6hhbQ.6WEwo.6WEwo.6WEwo.6VzLy.6VzLy.6VzLy.6dZBY.6dZBY.6dZBY.6l6b2.6VxeQ.6VxeQ.6VxeQ.6lZuC.6lZuC.6lZuC.5zvvQ.5zvvQ.5zvvQ.6dvug.6dvug.6dvug.6hmTw.6hmTw.6hmTw.6a33o.6a33o.6a33o.6a9vc.6a9vc.6a9vc?lang=en,https://shadowverse-portal.com/deck/1.4.5zWm2.5zWm2.5zWm2.6bEGc.6bEGc.6bEGc.6bHRQ.6bHRQ.6bHRQ.6l6b2.6l6b2.6l6b2.6bBqM.6bBqM.6bBqM.6iq62.6iq62.6iq62.6ixQy.6ixQy.6ixQy.6meF2.6meF2.6meF2.6e_zM.6e_zM.6e_zM.6mghS.6mghS.6mghS.6bJ8o.6bJ8o.6bJ8o.6ixQo.6ixQo.6ixQo.6hNKY.6hNKY.6hNKY.6XSZs?lang=en
PG | Akamarured,140337043,https://shadowverse-portal.com/deck/1.3.g2ZpQ.g2ZpQ.g2ZpQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.gE0EQ.gE0EQ.gE0EQ.6eiR2.6eiR2.6eiR2.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.gHqNQ.gHqNQ.gHqNQ.6asag.6asag.6asag.6awkS.6ej9w.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.6.6Y8W2.6Y8W2.6YAyI.6YAyI.6jfpi.6jfpi.6nTyi.6nTyi.5_pzw.5_pzw.6nPow.6nPow.6nPow.g3j34.g3j34.g3j34.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6cNVo.6cNVo.6cNVo.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6lCCQ.6lCCQ.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6gGXS.6gGXS.6gGXS.6lDvo.6lDvo.6lDvy?lang=en
HSK azuru,826402291,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6YBRY.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6jdNI.6jdNI.6jdNI.6jiFy.6jiFy.6jiFy.6nP42.6nP42.6nP42.6nPow.6nPow.6nPow.6jaxM.6jaxM.6jaxM.6jgYQ.6jgYQ.6jgYQ.6nR_Y.6jdNS.6jdNS.6jdNS.6jiG6.6jiG6.6jiG6.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo?lang=en,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6iU7y.6iU7y.6iU7y.6mFqY.6mFqY.6mFqY.6iWa2.6iWa2.6iWa2.6iZ0S.6iZ0S.6iZ0S.6mIGy.6mIGy.6mIGy.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hPmo.6hPmo.6mFqi.6mFqi.6mFqi.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
Niper777,678147414,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6jfpi.6nP4M.6nP4M.6nRWI.6nRWI.6nRWI.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6jdcw.6jdcw.6fu76.6fu76.6fu76.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=es,https://shadowverse-portal.com/deck/1.8.6clwI.6clwI.6gYLw.6gYLw.6gYLw.6Z0fy.6Z0fy.6Z0fy.6clwS.6clwS.6clwS.6ga3I.6ga3I.6ga3I.6oCLI.6oCLI.6oCLI.6ckCw.6ckCw.6gcVs.6gcVs.6gcVs.6kQei.6kQei.6kQei.6lCCQ.6lCCQ.6lCCQ.6coMY.6coMY.6coMY.6cqoo.6cqoo.6cqoo.60dFA.6cp5Q.6cp5Q.6hNKY.6hNKY.6hNKY?lang=es,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6k2EC.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=es
TK Akinox,811358813,https://shadowverse-portal.com/deck/1.2.5-Hb2.5-Hb2.5-Hb2.6aVtY.6aVtY.6aVtY.6lz1Q.6lz1Q.6lz1Q.6aQ_M.6eK0Y.6eK0Y.6eK0Y.gHUPA.gHUPA.gHUPA.6aYJo.6aYJo.6aYJo.6eMSy.6eMSy.6eMSy.6iAbo.6iAbo.6iAbo.6aVti.6aVti.6aVti.6l-ky.6l-ky.6l-ky.6WiTQ.6WiTQ.6WiTQ.6l-ko.6l-ko.6l-ko.6WkAy.6WkAy.6WkAy?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.5-gka.5-gka.5-gka.6eeHQ.6eeHQ.6eeHQ.gHqNa.6eiR2.6X6bc.6X6bc.6iZ0S.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.6W__a.6W__a.6W__a.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6Y8W2.6Y8W2.6Y8W2.6jfpi.6jfpi.6jfpi.6nRWI.6nRWI.6nRWI.6nTyi.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.f_uB2.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en
HSK Rias,911694588,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k2EC.6k2EC.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.6Y8W2.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6iU7y.6iU7y.6iU7y.6mFqY.6mFqY.6mFqY.6iWa2.6iWa2.6iWa2.6iZ0S.6iZ0S.6iZ0S.6mIGy.6mIGy.6mIGy.6W__a.6W__a.6W__a.6ZnUy.6hNKY.6hNKY.6hNKY.6hPmo.6hPmo.6hPmo.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC
DBPandemonia,341300310,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.2.5-Hb2.5-Hb2.5-Hb2.6aVtY.6aVtY.6aVtY.6lz1Q.6lz1Q.6lz1Q.6eK0Y.6eK0Y.6eK0Y.6lvsS.6lvsS.gHUPA.gHUPA.gHUPA.6aYJo.6aYJo.6aYJo.6eMSy.6eMSy.6eMSy.6iAbo.6iAbo.6iAbo.6aVti.6aVti.6aVti.6l-ky.6l-ky.6WiTQ.6WiTQ.6WiTQ.6l-ko.6l-ko.6l-ko.6WkAy.6WkAy.6WkAy?lang=en,https://shadowverse-portal.com/deck/1.6.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nTyi.6nTyi.6nTyi.5_pzw.5_pzw.5_pzw.6nPow.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.5_pFg.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en
Villager C,267257338,https://shadowverse-portal.com/deck/1.1.6hgss.6hgss.6hgss.6l6b2.6l6b2.6l6b2.6VuyY.6VuyY.6VuyY.6hoBS.6hoBS.6hoBS.6lXRo.6lXRo.6lXRo.6lZuC.6lZuC.6lZuC.5zvvQ.5zvvQ.5zvvQ.6a9vc.6a9vc.6a9vc.6lU_s.6lU_s.6lU_s.6ld3A.6ld3A.6ld3A.6WGto.6dxcC.6hjIo.6hjIo.6hjIo.6hoBI.6hoBI.6lcKI.6lcKI.6lcKI?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6hISM.6hISM.6hISM.6l6b2.6l6b2.6l6b2.6iU7y.6iU7y.6iU7y.6mFqY.6mFqY.6mFqY.6iWa2.6iWa2.6iWa2.6iRhi.6iRhi.6iRhi.6iZ0S.6iZ0S.6iZ0S.6mIGy.6mIGy.6mIGy.6ZnUy.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en,https://shadowverse-portal.com/deck/1.8.6cmfA.6cmfA.6cmfA.6kOCI.6kOCI.6kOCI.6kRNQ.6kRNQ.6kRNQ.6l6b2.60a4-.60a4-.60a4-.6kLmM.6kLmM.6kLmM.6o9v2.6o9v2.6o9v2.6gcVs.6gcVs.6gcVs.6oAdw.6oAdw.6cqoy.6oCLS.6oCLS.6oCLS.6gaoA.6gaoA.6gaoA.6gexo.6gexo.6gexo.6kOCS.6kOCS.6kOCS.6oHDo.6oHDo.6oHDo?lang=en
raidensoul,468735903,https://shadowverse-portal.com/deck/1.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6cNVo.6cNVo.6cNVo.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6cSOS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6hNKY.6hNKY.6hNKY?lang=en,https://shadowverse-portal.com/deck/3.6.6jdNI.6jdNI.6jdNI.6jfpi.6jfpi.6jfpi.6nP4M.6nP4M.6nRWI.6nRWI.6nRWI.6nTyi.6nTyi.6nPow.6nPow.6nPow.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6fu76.6fu76.6fu76.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY.6nWOy.6nTyY?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6mG4A.6mG4A.6mG4A.6hISM.6hISM.5-gka.5-gka.5-gka.gE0EQ.gE0EQ.gE0EQ.gHqNa.gHqNa.6mIGo.6mIGo.6mIGo.6X6bc.6iZ0S.6iZ0S.6awkc.6awkc.6awkc.gHqNQ.gHqNQ.gHqNQ.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
TK suktar,651204107,https://shadowverse-portal.com/deck/3.7.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6hISM.6hISM.6l6b2.6j_ny.6j_ny.6j_ny.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6lCCQ.6lCCQ.6k4gS.6k4gS.6k4gS.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS.6k2E2.6hNKY,https://shadowverse-portal.com/deck/3.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.gHqNa.6eiR2.6eiR2.6eiR2.6iZ0S.6iZ0S.6iZ0S.6dZwQ.6W__a.6W__a.6W__a.6asag.6asag.6asag.6awkS.6ej9w.6hNKY.6hNKY.6hNKY.6mFqi.6mFqi.6mFqi.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC,https://shadowverse-portal.com/deck/3.4.6bEGc.6bEGc.6bEGc.6bHRQ.6bHRQ.6bHRQ.6VwvY.6VwvY.6bBqM.6bBqM.6bBqM.6bJ96.6bJ96.6bJ96.5_38w.5_38w.5_38w.6e_zM.6e_zM.6f4ri.6f4ri.6f4ri.6bCYw.6isnw.6isnw.6bJ8o.6bJ8o.6bJ8o.6dbdy.6dbdy.6dbdy.6XSZs.6XSZs.6XSZs.6mlZy.6mlZy.6mlZo.6mlZo.6mlZo.6e_zM
Cookie/REV,698532515,https://shadowverse-portal.com/deck/3.6.6YBRY.6YBRY.6YBRY.6Y8W2.6Y8W2.6Y8W2.6jfpi.6jfpi.6jfpi.6nP4M.6nP4M.6nTyi.6nTyi.6nPow.6nPow.6nWOy.6nWOy.6nWOy.6jgYQ.6jgYQ.6jgYQ.6c1Xs.6fu76.6fu76.6fu76.6nTyY.6nTyY.6nTyY.6jiFo.6jiFo.6jiFo.6c3zy.6c3zy.6c3zy.6nWOo.6nWOo.6nWOo.6jfpY.6jfpY.6jfpY?lang=en,https://shadowverse-portal.com/deck/3.7.6YbpC.6YbpC.6YbpC.6gGXc.6gGXc.6gGXc.6nnUY.6nnUY.6nnUY.6nssI.6nssI.6nssI.6hISM.6cNVo.6cNVo.6cNVo.6jzLs.6jzLs.6npwo.6npwo.6npwo.6nupS.6nupS.6nupS.60COa.60COa.6jzLY.6jzLY.6jzLY.6k4gI.6k4gI.6k4gI.6nsN2.6nsN2.6nsN2.6YeFI.6YeFI.6gGXS.6gGXS.6gGXS?lang=en,https://shadowverse-portal.com/deck/1.3.5-gkQ.5-gkQ.5-gkQ.6iZ0c.6iZ0c.6iZ0c.5-gka.5-gka.5-gka.5-gkk.5-gkk.5-gku.5-gku.6eiR2.6eiR2.6eiR2.6iZ0S.6iZ0S.6iZ0S.6W__a.6W__a.6W__a.6asag.6asag.6asag.6awkS.6ej9w.6ej9w.6hNKY.6hNKY.6hNKY.5-glM.5-glM.5-glM.6edYi.6edYi.6edYi.6iWaC.6iWaC.6iWaC?lang=en
